ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Comment
212,Malayalam-10_blood-2,tʃo:ɾa,blood-D,false,expert,BurrowEmeneau1961[250],,,,"set - 2883, "
213,Yeruva-10_blood-1,tʃo:ɾe,blood-D,false,expert,,,,,"High quality look alike to set - 2883 (pg.250), but not in DED list., Kolipakam"
214,Toda-10_blood-1,po:kʰə,blood-E,false,expert,BurrowEmeneau1961[482],,,,"set -5334, "
215,Malto-10_blood-1,ɾasadu,blood-F,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
216,Badga-11_bone-1,ilə,bone-A,false,expert,,,,,"High quality look alike of set - 839 (pg. 81) but not in DED list, Kolipakam"
217,Betta_Kurumba-11_bone-1,jaləʋə,bone-A,false,expert,BurrowEmeneau1961[81],,,,"DED839, "
218,Kannada-11_bone-1,jelubu,bone-A,false,expert,Andronov1964;BurrowEmeneau1961[81],,,,"; set - 839, "
219,Kota-11_bone-1,jeluʋə,bone-A,false,expert,BurrowEmeneau1961[81],,,,"DED839, "
220,Malayalam-11_bone-1,ellə,bone-A,false,expert,Andronov1964;BurrowEmeneau1961[81],,,,"; set - 839, "
221,Tamil-11_bone-1,elumbə,bone-A,false,expert,Andronov1964;BurrowEmeneau1961[81],,,,"; set - 839, "
222,Telugu-11_bone-1,jemuka,bone-A,false,expert,Andronov1964;BurrowEmeneau1961[81],,,,"; set - 839, "
223,Toda-11_bone-1,elf,bone-A,false,expert,BurrowEmeneau1961[81],,,,"set - 839, "
224,Tulu-11_bone-1,ellə,bone-A,false,expert,BurrowEmeneau1961[81],,,,"set - 839, "
225,Gondi-11_bone-1,bokka,bone-B,false,expert,BurrowEmeneau1961[400],,,,"DED4528, "
226,Kolami-11_bone-1,bokka,bone-B,false,expert,BurrowEmeneau1961[400],,,,"DED4528, "
227,Koya-11_bone-1,bu:la:,bone-B,false,expert,BurrowEmeneau1961[400],,,,"set - 4528, "
228,Koya-11_bone-2,bu:lk,bone-B,false,expert,,,,,"High quality look alike of set -4528 (pg. 400) but not in DED list, Kolipakam"
229,Parji-11_bone-1,būla,bone-B,false,expert,Andronov1964;BurrowEmeneau1961[400],,,,"; set - 4528, "
230,Telugu-11_bone-2,bokka,bone-B,false,expert,BurrowEmeneau1961[400],,,,"set - 4528, "
231,Malto-11_bone-1,o:tʃuldi:,bone-C,false,expert,BurrowEmeneau1961[DED1288],,,,"Initial q in DED corresponds to zero in this list, "
232,Kannada-11_bone-2,mu:ɭe,bone-D,false,expert,BurrowEmeneau1961[456],,,,"set -5050, "
233,Kodava-11_bone-1,mu:ɭe,bone-D,false,expert,BurrowEmeneau1961[456],,,,"set -5050, "
234,Yeruva-11_bone-1,mu:ɭe,bone-D,false,expert,,,,,"High quality look alike of set - 5050 (pg. 456) but not in DED list, Kolipakam"
235,Malayalam-11_bone-2,asti,bone-E,false,expert,,,,,"Self-identified, Kolipakam"
236,Kurukh-11_bone-1,kʰotʃol,bone-F,false,expert,BurrowEmeneau1961,,,,"DED1296, "
237,Brahui-11_bone-1,aɖɖə,bone-G,false,expert,,,,,"no obvious cognates or entry in DED, Kolipakam"
238,Badga-12_breast-1,ma:ɾə,breast-A,false,expert,,,,,"Clear lookalike, Dunn"
239,Malayalam-12_breast-1,māṟu,breast-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4818],,,,"; Ma. mār, mārvvu, māṟu chest; fathom., "
240,Tamil-12_breast-1,ma:ɾbə,breast-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4818],,,,"; Ta. mār breast, chest; fathom; mārpu bosom, breast, chest, woman's breas, "
241,Tamil-12_breast-2,ma:ɾə,breast-A,false,expert,BurrowEmeneau1961[DED4818],,,,"Ta. mār breast, chest; fathom; mārpu bosom, breast, chest, woman's breas, "
242,Kannada-12_breast-1,ede,breast-B,false,expert,Andronov1964;BurrowEmeneau1961[DED827],,,,"; , "
243,Koya-12_breast-1,eddam,breast-B,false,expert,,,,,"Good lookalike, Dunn"
244,Parji-12_breast-1,edram,breast-B,false,expert,BurrowEmeneau1961[DED827],,,,"Pa. edram, edrom chest., "
245,Telugu-12_breast-1,gunde,breast-C,false,expert,Andronov1964,,,,", "
246,Toda-12_breast-1,nidʒikuɖi,breast-E,false,expert,,,,,"Singleton. Not in DED, no other apparent cognates., Dunn"
247,Kodava-12_breast-1,mele,breast-F,false,expert,BurrowEmeneau1961[DED4985],,,,"Koḍ. mole breast., "
248,Kota-12_breast-1,me:l,breast-F,false,expert,BurrowEmeneau1961[448],,,,"DED4985, "
249,Malayalam-12_breast-2,mula,breast-F,false,expert,BurrowEmeneau1961[DED4985],,,,", "
250,Yeruva-12_breast-1,mele,breast-F,false,expert,,,,,"Identical to close relative DED4985, Dunn"
251,Kannada-12_breast-2,stʰana,breast-G,false,expert,,,,,"not in DED, Dunn"
252,Malayalam-12_breast-3,stanam,breast-G,false,expert,,,,,"not in DED, Dunn"
253,Telugu-12_breast-2,stʰanamu,breast-G,false,expert,,,,,"not in DED, Dunn"
254,Tulu-12_breast-1,tigala,breast-H,false,expert,BurrowEmeneau1961[DED3206],,,,"Tu. tigalè 'breast, chest'; Ka. (PBh.) tegale 'chest'., "
255,Betta_Kurumba-12_breast-1,kujndigi,breast-I,false,expert,,,,,"apparent singleton, Dunn"
256,Brahui-12_breast-1,xad,breast-J,false,expert,,,,,"no obvious cogante or entry in DED, Kolipakam"
257,Malto-12_breast-1,daibuku,breast-K,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
258,Kurukh-12_breast-1,jeʋakʰ,breast-L,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
259,Kolami-12_breast-1,sa:tti,breast-M,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
260,Gondi-12_breast-1,dudo,breast-N,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
261,Ollari_Gadba-12_breast-1,palgil,breast-O,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
262,Kuwi-12_breast-1,sipadaki,breast-P,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
263,Betta_Kurumba-13_burn-1,bja:ɭ,burn-A,false,expert,,,,,"Self-identified. Not similar to any other cognate class, Kolipakam"
264,Telugu-13_burn-1,ka:lu,burn-B,false,expert,BurrowEmeneau1961[139],,,,"DED1500 Te. kālu to burn, be burnt, scalded, scorched, baked, "
265,Kannada-13_burn-1,suɖu,burn-C,false,expert,BurrowEmeneau1961[230],,,,"DED2654 Ka. suḍu (suṭṭ-) to burn, roast, bake, fire (a gun); be consumed with fire, burn, feel hot, be roasted; n. burning, etc., "
266,Kodava-13_burn-1,tʃu:ɖə,burn-C,false,expert,BurrowEmeneau1961[230],,,,"DED2654 Koḍ. cuḍ- (cuḍuv- cuṭṭ-) to burn (tr.), "
267,Yeruva-13_burn-1,tʃu:ɖə,burn-C,false,expert,,,,,"High quality look alike to DED2654, Kolipakam"
268,Tamil-13_burn-1,eɾi,burn-D,false,expert,BurrowEmeneau1961[80],,,,"DED811 Ta. eri (-v-, -nt-) to burn, blaze, shine, (sore or fever) burns, suffer a painful emotion;, "
269,Badga-13_burn-1,kitʃi:kdə,burn-E,false,expert,,,,,"high quality look alike to DED1207, Kolipakam"
270,Betta_Kurumba-13_burn-3,kattu,burn-E,false,expert,,,,,"high quality look alike to DED1207, Kolipakam"
271,Kota-13_burn-1,ka:to,burn-E,false,expert,BurrowEmeneau1961[113],,,,"DED1207, "
272,Malayalam-13_burn-1,katikkuga,burn-E,false,expert,BurrowEmeneau1961[113],,,,"DED1207 Ma. kattuka to kindle, burn;, "
273,Toda-13_burn-1,ti:kku ka:ttiti,burn-E,false,expert,,,,,"high quality look alike to DED1207, Kolipakam"
274,Koya-13_burn-1,maɳɖu,burn-F,false,expert,,,,,"High quality look alike to DED4680, Kolipakam"
275,Telugu-13_burn-2,maɳɖu,burn-F,false,expert,BurrowEmeneau1961[414],,,,"DED4680 Te. maṇḍu to burn, blaze, flame, cause or produce a burning pain, be angry, be in a fury or violent rage, be envious; maṇṭa flame, blaze, burning pain, anger, wrath, fury, envy;, "
276,Tulu-13_burn-1,pottaʋaɾa,burn-G,false,expert,,,,,"not similar to any other cognate class, Kolipakam"
277,Brahui-13_burn-1,xa:xaɾ tinning,burn-H,false,expert,BurrowEmeneau1961[135],,,,"DED1458, "
278,Gondi-13_burn-1,niɾus,burn-I,false,expert,BurrowEmeneau1961[329],,,,"DED3693, "
279,Malto-13_burn-1,me:da,burn-J,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
280,Kurukh-13_burn-1,olna,burn-K,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
281,Kolami-13_burn-1,gonɖka,burn-L,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
282,Malayalam-14_claw-1,nakʰam,claw-A,false,expert,Andronov1964;Buck1949[245],,,,"; IE *(o)nogh-, "
283,Tamil-14_claw-1,nagam,claw-A,false,expert,Andronov1964;Buck1949[245],,,,"; IE *(o)nogh-, "
284,Badga-14_claw-1,ugilə,claw-B,false,expert,,,,,"High quality look alike to set - 561(pg,55), but not on DED list., Kolipakam"
285,Brahui-14_claw-1,hoɾ ad,claw-B,false,expert,,,,,"DED561, Kolipakam"
286,Gondi-14_claw-1,goɾk,claw-B,false,expert,BurrowEmeneau1961[55],,,,"DED561, "
287,Kannada-14_claw-1,ugaɾu,claw-B,false,expert,Andronov1964;BurrowEmeneau1961[55],,,,"; set - 561, "
288,Kodava-14_claw-1,ʋoji,claw-B,false,expert,BurrowEmeneau1961[55],,,,"set - 561, "
289,Kolami-14_claw-1,go:ɾ,claw-B,false,expert,BurrowEmeneau1961[55],,,,"DED561, "
290,Koya-14_claw-1,go:ɾk,claw-B,false,expert,,,,,"High quality look alike to set - 561(pg,55), but not on DED list., Kolipakam"
291,Kurukh-14_claw-1,oɾokʰ,claw-B,false,expert,BurrowEmeneau1961,,,,"DED561, "
292,Kuwi-14_claw-1,gaɾka,claw-B,false,expert,BurrowEmeneau1961[55],,,,"DED561, "
293,Malto-14_claw-1,oɾugdu,claw-B,false,expert,BurrowEmeneau1961[55],,,,"Set 561, "
294,Parji-14_claw-1,gēri,claw-B,false,expert,BurrowEmeneau1961[55],,,,"set - 561, "
295,Telugu-14_claw-1,go:ɾu,claw-B,false,expert,Andronov1964;BurrowEmeneau1961[55],,,,"; set - 561, "
296,Toda-14_claw-1,ju:r,claw-B,false,expert,BurrowEmeneau1961[55],,,,"set - 561, "
297,Tulu-14_claw-1,uguɾu,claw-B,false,expert,BurrowEmeneau1961[55],,,,"set - 561, "
298,Yeruva-14_claw-1,ummi,claw-C,false,expert,,,,,"Self-identified, Kolipakam"
299,Betta_Kurumba-14_claw-1,ki:jəggəɾə,claw-D,false,expert,,,,,", Kolipakam"
300,Kota-14_claw-1,kaijo:ɾu,claw-D,false,expert,,,,,"The suffix of the word is cognate to ""Goru"" - Set B, Kolipakam"
301,Brahui-14_claw-2,zeel,claw-E,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
302,Ollari_Gadba-14_claw-1,kaʂʋanɖe,claw-F,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
303,Kannada-15_cloud-1,mēgha,cloud-A,false,expert,Andronov1964;Buck1949[65],,,,"; skt. megha, "
304,Kota-15_cloud-1,me:gam,cloud-A,false,expert,,,,,"skt. megha, Kolipakam"
305,Malayalam-15_cloud-1,mekʰam,cloud-A,false,expert,Andronov1964;Buck1949[65],,,,"; skt. megha, "
306,Tamil-15_cloud-1,me:gam,cloud-A,false,expert,Andronov1964;Buck1949[65],,,,"; skt. megha, "
307,Telugu-15_cloud-1,me:gʰamu,cloud-A,false,expert,Andronov1964;Buck1949[65],,,,"; skt. megha, "
308,Toda-15_cloud-1,me:gam,cloud-A,false,expert,Buck1949[65],,,,"Identical to Tamil form; skt. megha, Jordan"
309,Parji-15_cloud-1,malgur,cloud-B,false,expert,Andronov1964;BurrowEmeneau1961[437],,,,"; DED4892 Ta. mukil cloud. Ma. mukil id. To. nïs̱ muxuḷm mist on hills in morning (in song; see 3675). Ka. mugil cloud, series or bank of clouds; the sky. Tu. mugalů, mugaḷů cloud; mugaliyuni to become cloudy (the sky). Te. mogulu, moyilu cloud. Kol. morgar id. Pa. malgur id. Ga. (Oll. P.) mogul id., sky; (S.) moggul id. Go. (M.) moyol, (Ma.) moyol (pl. moyosk), (L.) muyol cloud (Voc. 2987); (LuS.) moyoolee a cloud; (Koya T.) moyyel id. DED(S) 4006., "
310,Gondi-15_cloud-1,mabbu,cloud-C,false,expert,BurrowEmeneau1961[418],,,,"DED4728, "
311,Koya-15_cloud-1,mabbu,cloud-C,false,expert,BurrowEmeneau1961[DED4728],,,,", "
312,Telugu-15_cloud-2,mabbu,cloud-C,false,expert,BurrowEmeneau1961[DED4728],,,,", "
313,Betta_Kurumba-15_cloud-1,mo:ɖə,cloud-D,false,expert,,,,,"Good lookalike with Tulu form: mōḍa DED5033, Jordan"
314,Kannada-15_cloud-2,mo:ɖa,cloud-D,false,expert,BurrowEmeneau1961[DED5033],,,,"B&E form: mōḍa, "
315,Kodava-15_cloud-1,mo:ɖa,cloud-D,false,expert,BurrowEmeneau1961[DED5033],,,,"B&E form: mo·ḍa, "
316,Telugu-15_cloud-3,mo:ɖamu,cloud-D,false,expert,,,,,"Form similar Kannada: mo:ɖa, Jordan"
317,Tulu-15_cloud-1,mo:ɖa,cloud-D,false,expert,BurrowEmeneau1961[DED5033],,,,"B&E form: mōḍa, "
318,Yeruva-15_cloud-1,mo:ɖa,cloud-D,false,expert,BurrowEmeneau1961[DED5033],,,,"Identical to Kodava form: mo·ḍa, "
319,Badga-15_cloud-1,mandʒu,cloud-E,false,expert,,,,,"Form similar to DED4641 e.g. Tamil: mancu, Ko. Manj, Jordan"
320,Kurukh-15_cloud-1,bada:li,cloud-F,false,expert,,,,,"possible loanword hindi - badal, Kolipakam"
321,Malto-15_cloud-1,badli:,cloud-F,false,expert,,,,,"possible loan word : hindi - badal, Kolipakam"
322,Brahui-15_cloud-1,dʒammaɾ,cloud-G,false,expert,,,,,"No apparent cognate or entry in DED, Kolipakam"
323,Kolami-15_cloud-1,a:bar,cloud-H,false,expert,,,,,"apparent singleton. no entry in ded, Kolipakam"
324,Kuwi-15_cloud-1,ha:gu,cloud-I,false,expert,,,,,"apparent singleton. no entry in ded, Kolipakam"
325,Kuwi-15_cloud-2,dunɖaɾa,cloud-J,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
326,Kannada-16_cold-1,taɳɳige,cold-A,false,expert,Andronov1964,,,,"Andronov form: taṇḍi, "
327,Kodava-16_cold-1,talindʒadə,cold-A,false,expert,BurrowEmeneau1961[DED3045],,,,"B&E form: taṇi, "
328,Malayalam-16_cold-1,taɳuppə,cold-A,false,expert,Andronov1964,,,,", "
329,Yeruva-16_cold-1,taɳidʒe,cold-A,false,expert,,,,,"Lookalike with Kannada: taɳɳige, Jordan"
330,Tamil-16_cold-1,kuɭiɾtʃi,cold-B,false,expert,Andronov1964,,,,", "
331,Gondi-16_cold-1,sallag,cold-C,false,expert,,,,,"High quality look alike, Kolipakam"
332,Koya-16_cold-1,salla:,cold-C,false,expert,,,,,"Lookalike with Te: tʃalla, Jordan"
333,Telugu-16_cold-1,tʃalla,cold-C,false,expert,Andronov1964,,,,", "
334,Tulu-16_cold-1,tʃappa,cold-C,false,expert,,,,,"Lookalike with Te: tʃalla, Jordan"
335,Kolami-16_cold-1,pani,cold-D,false,expert,BurrowEmeneau1961[360],,,,"DED4035, "
336,Malto-16_cold-1,panija:,cold-D,false,expert,BurrowEmeneau1961,,,,"DED4035, "
337,Parji-16_cold-1,pañil,cold-D,false,expert,Andronov1964;BurrowEmeneau1961[DED4035],,,,"; , "
338,Kodava-16_cold-2,ko:ʈa,cold-E,false,expert,,,,,"Self identified., Jordan"
339,Toda-16_cold-1,koɾti,cold-E,false,expert,,,,,"Self identified., Jordan"
340,Betta_Kurumba-16_cold-1,səjlijə,cold-F,false,expert,,,,,"Self identified., Jordan"
341,Badga-16_cold-1,koɾuʋə,cold-G,false,expert,,,,,"MIGHT be cognate with Kodava ""ko:ʈa"", Jordan"
342,Kota-16_cold-1,koɾʋə,cold-G,false,expert,BurrowEmeneau1961[195],,,,"DED2168, "
343,Kurukh-16_cold-1,ki:ɾna,cold-H,false,expert,BurrowEmeneau1961[144],,,,"DED1568, "
344,Malto-16_cold-2,kiʋa,cold-H,false,expert,BurrowEmeneau1961[144],,,,"DED1568, "
345,Brahui-16_cold-1,jakʰ,cold-I,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
346,Brahui-16_cold-2,jax,cold-I,false,expert,,,,,"no apparent cognate. No entry in DED, Kolipakam"
347,Badga-17_come-1,pappa,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,"reasonable lookalike, "
348,Betta_Kurumba-17_come-1,ba:ɾ,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,"clear cognate, "
349,Brahui-17_come-1,banning,come-A,false,expert,BurrowEmeneau1961[476],,,,"DED5270, "
350,Gondi-17_come-1,ʋa,come-A,false,expert,BurrowEmeneau1961[476],,,,"DED5270, "
351,Kannada-17_come-1,baru-,come-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5270],,,,"; , "
352,Kannada-17_come-2,ba:,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,", "
353,Kodava-17_come-1,ba:,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,", "
354,Kolami-17_come-1,ʋa,come-A,false,expert,BurrowEmeneau1961[476],,,,"DED5270, "
355,Koya-17_come-1,ʋa,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,", "
356,Koya-17_come-2,ʋa:daɖam,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,", "
357,Kurukh-17_come-1,baɾna,come-A,false,expert,BurrowEmeneau1961[476],,,,"DED5270, "
358,Malayalam-17_come-1,ʋaɾuga,come-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5270],,,,"; , "
359,Malto-17_come-1,baɾəa:,come-A,false,expert,BurrowEmeneau1961[475],,,,"Set 5270, "
360,Ollari_Gadba-17_come-1,ʋa,come-A,false,expert,BurrowEmeneau1961[476],,,,"DED5270, "
361,Parji-17_come-1,ver-,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,"; , Verkerk"
362,Tamil-17_come-1,ʋa:,come-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5270],,,,"; , "
363,Telugu-17_come-1,ʋatʃtʃu,come-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5270],,,,"; , "
364,Telugu-17_come-2,ɾa,come-A,false,expert,BurrowEmeneau1961[476],,,,"DED5270, "
365,Toda-17_come-1,pa:ɾti,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,", "
366,Tulu-17_come-1,baɾaɾa,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,", "
367,Yeruva-17_come-1,ba:,come-A,false,expert,BurrowEmeneau1961[DED5270],,,,"clear cognate, "
368,Badga-18_die-1,sa:ʋadə,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,"reasonable cognate candidate, "
369,Brahui-18_die-1,kahing,die-A,false,expert,BurrowEmeneau1961[213],,,,"DED2426, "
370,Gondi-18_die-1,ha:,die-A,false,expert,BurrowEmeneau1961[213],,,,"DED2426, "
371,Kannada-18_die-1,sa:ji,die-A,false,expert,Andronov1964;BurrowEmeneau1961[DED2426],,,,"; , "
372,Kodava-18_die-1,tʃ:ɭa,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,", "
373,Kurukh-18_die-1,kʰena,die-A,false,expert,BurrowEmeneau1961[213],,,,"DED2426, "
374,Malto-18_die-1,keəa:na:keəida:h,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,", "
375,Parji-18_die-1,cay-,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,", "
376,Tamil-18_die-1,tʃa:,die-A,false,expert,Andronov1964,,,,", "
377,Tamil-18_die-2,sattə po,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,", "
378,Telugu-18_die-1,tʃatʃtʃipo:ʋu,die-A,false,expert,Andronov1964,,,,", "
379,Tulu-18_die-1,sajjaɾa,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,"reasonable lookalike, "
380,Yeruva-18_die-1,tʃa:ɭa,die-A,false,expert,BurrowEmeneau1961[DED2426],,,,"excellent cognate candidate, "
381,Betta_Kurumba-18_die-1,maɾdo:g,die-B,false,expert,,,,,"Looks like an I-E borrowing, Dunn"
382,Malayalam-18_die-1,maɾikkuga,die-B,false,expert,Andronov1964,,,,", "
383,Koya-18_die-1,ɖollatam,die-C,false,expert,BurrowEmeneau1961[DED2988],,,,"very similar forms cited for sister languages, "
384,Toda-18_die-1,keɖuoisi,die-D,false,expert,,,,,"apparent singleton, Dunn"
385,Kolami-18_die-1,tigte:n,die-E,false,expert,BurrowEmeneau1961[299],,,,"DED3406, "
386,Kota-18_die-1,ta:ʋə,die-F,false,expert,BurrowEmeneau1961,,,,"DED3068, "
387,Badga-19_dog-1,ne,dog-A,false,expert,,,,,"high quality look-alike, Verkerk"
388,Betta_Kurumba-19_dog-1,na:jə,dog-A,false,expert,,,,,"good lookalike, Dunn"
389,Gondi-19_dog-1,nej,dog-A,false,expert,BurrowEmeneau1961[322],,,,"DED3650, "
390,Kannada-19_dog-1,na:ji,dog-A,false,expert,BurrowEmeneau1961[DED3650],,,,"DED 3650: Ka. nāy, nāyi id.; nāyitana doggishness., "
391,Kodava-19_dog-1,na:ji,dog-A,false,expert,BurrowEmeneau1961[DED3650],,,,"DED 3650: Koḍ. na·y dog., "
392,Kolami-19_dog-1,a:te,dog-A,false,expert,BurrowEmeneau1961[322],,,,"DED3650, "
393,Kota-19_dog-1,na:ji,dog-A,false,expert,,,,,"high quality look alike, Kolipakam"
394,Koya-19_dog-1,nej,dog-A,false,expert,,,,,"high quality look-alike, Verkerk"
395,Malayalam-19_dog-1,na:ja,dog-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3650],,,,"; DED 3650: Ma. nāy id., "
396,Ollari_Gadba-19_dog-1,ne,dog-A,false,expert,BurrowEmeneau1961[322],,,,"DED3650, "
397,Parji-19_dog-1,netta,dog-A,false,expert,BurrowEmeneau1961[DED3650],,,,"DED 3650: Pa. netta (pl. nettel) id.; iric netta wild dog., "
398,Tamil-19_dog-1,na:ji,dog-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3650],,,,"; DED 3650: Ta. nāy, nāi dog., "
399,Toda-19_dog-1,noi,dog-A,false,expert,BurrowEmeneau1961[DED3650],,,,"DED 3650: To. no·y id., "
400,Tulu-19_dog-1,na:ji,dog-A,false,expert,BurrowEmeneau1961[DED3650],,,,"DED 3650: Tu. nāyi id., "
401,Yeruva-19_dog-1,na:ji,dog-A,false,expert,,,,,"high quality look-alike, Verkerk"
402,Telugu-19_dog-1,kukka,dog-B,false,expert,BurrowEmeneau1961[DED1796],,,,"DED 1796 Te. kukka dog. Onomatopaeia, "
403,Malayalam-19_dog-2,paʈʈi,dog-C,false,expert,BurrowEmeneau1961[DED3870],,,,"DED3870: Ma. paṭṭi dog, bitch; paṭṭicci bitch. DED(S) 3201., "
404,Kurukh-19_dog-1,alla,dog-D,false,expert,BurrowEmeneau1961[254],,,,"DED2916, "
405,Brahui-19_dog-1,kutʃak,dog-E,false,expert,,,,,"no entry in DED., Kolipakam"
406,Malto-19_dog-1,kutʃtʃo,dog-E,false,expert,,,,,"high quality look alike to brahui term. No DED entry, Kolipakam"
407,Badga-20_drink-1,kuɖapə,drink-A,false,expert,BurrowEmeneau1961[DED1654],,,,"clear cognate: identical to closely related languages, "
408,Betta_Kurumba-20_drink-1,kuɖi,drink-A,false,expert,,,,,"clear cognate, Dunn"
409,Kannada-20_drink-1,kuḍi-,drink-A,false,expert,Andronov1964;BurrowEmeneau1961[DED1654],,,,"; , "
410,Kannada-20_drink-2,kudijo:du,drink-A,false,expert,,,,,"apparently a morphologically complex form of DED1654, Dunn"
411,Kodava-20_drink-1,kuɖipa,drink-A,false,expert,BurrowEmeneau1961[DED1654],,,,"clear cognate: identical to closely related languages, "
412,Malayalam-20_drink-1,kuṭi-,drink-A,false,expert,Andronov1964,,,,", "
413,Malayalam-20_drink-2,kudikkuga,drink-A,false,expert,,,,,"clear moprhologically complex form of large, stable cognate set, Dunn"
414,Tamil-20_drink-1,kuɖi,drink-A,false,expert,Andronov1964,,,,", "
415,Yeruva-20_drink-1,kuɖipə,drink-A,false,expert,BurrowEmeneau1961[DED1654],,,,"clear cognate: identical to closely related languages, "
