ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
Khispi-499_thembangpeople-1-3,Khispi-499_thembangpeople-1,tʰje+maŋ+bi,18,false,expert,,b i,,,3
Duhumbi-499_thembangpeople-1-1,Duhumbi-499_thembangpeople-1,tʰɛm+baŋ+pa,50,false,expert,,tʰ ɛ m,,,1
Duhumbi-499_thembangpeople-1-2,Duhumbi-499_thembangpeople-1,tʰɛm+baŋ+pa,51,false,expert,,b a ŋ,,,2
Duhumbi-499_thembangpeople-1-3,Duhumbi-499_thembangpeople-1,tʰɛm+baŋ+pa,18,false,expert,,p a,,,3
Khoina-499_thembangpeople-1-1,Khoina-499_thembangpeople-1,tʰɛm+baŋ+ʥi,50,false,expert,,tʰ ɛ m,,,1
Khoina-499_thembangpeople-1-2,Khoina-499_thembangpeople-1,tʰɛm+baŋ+ʥi,51,false,expert,,b a ŋ,,,2
Khoina-499_thembangpeople-1-3,Khoina-499_thembangpeople-1,tʰɛm+baŋ+ʥi,18,false,expert,,dʑ i,,,3
Jerigaon-499_thembangpeople-1-1,Jerigaon-499_thembangpeople-1,tʰə+baŋ+ʥi,50,false,expert,,tʰ ə -,,,1
Jerigaon-499_thembangpeople-1-2,Jerigaon-499_thembangpeople-1,tʰə+baŋ+ʥi,51,false,expert,,b a ŋ,,,2
Jerigaon-499_thembangpeople-1-3,Jerigaon-499_thembangpeople-1,tʰə+baŋ+ʥi,53,false,expert,,dʑ i,,,3
Rahung-499_thembangpeople-1-1,Rahung-499_thembangpeople-1,tʰam+baŋ+ʥi,50,false,expert,,tʰ a m,,,1
Rahung-499_thembangpeople-1-2,Rahung-499_thembangpeople-1,tʰam+baŋ+ʥi,51,false,expert,,b a ŋ,,,2
Rahung-499_thembangpeople-1-3,Rahung-499_thembangpeople-1,tʰam+baŋ+ʥi,18,false,expert,,dʑ i,,,3
Khispi-6_ablative-1-1,Khispi-6_ablative-1,+lɔ,55,false,expert,,l ɔ,,,1
Duhumbi-6_ablative-1-1,Duhumbi-6_ablative-1,+lɔˀ,55,false,expert,,l ɔˀ,,,1
Khoina-6_ablative-1-1,Khoina-6_ablative-1,+lɔ,55,false,expert,,l ɔ,,,1
Jerigaon-6_ablative-1-1,Jerigaon-6_ablative-1,+lɔ,55,false,expert,,l ɔ,,,1
Khoitam-6_ablative-1-1,Khoitam-6_ablative-1,+lɔ,55,false,expert,,l ɔ,,,1
Rahung-6_ablative-1-1,Rahung-6_ablative-1,+rɔ,55,false,expert,,r ɔ,,,1
Rupa-6_ablative-1-1,Rupa-6_ablative-1,+lɔ,55,false,expert,,l ɔ,,,1
Shergaon-6_ablative-1-1,Shergaon-6_ablative-1,+lɔ,55,false,expert,,l ɔ,,,1
Khispi-7_abovetop-1-1,Khispi-7_abovetop-1,ʨʰaŋ,58,false,expert,,tɕʰ a ŋ,,,1
Duhumbi-7_abovetop-1-1,Duhumbi-7_abovetop-1,ʨʰaŋ,58,false,expert,,tɕʰ a ŋ,,,1
Khoina-7_abovetop-1-1,Khoina-7_abovetop-1,a+ʦʰɔ̃ː,56,false,expert,,a,,,1
Khoina-7_abovetop-1-2,Khoina-7_abovetop-1,a+ʦʰɔ̃ː,58,false,expert,,tsʰ ɔ̃ː (ŋ)/ŋ,,,2
Jerigaon-7_abovetop-1-1,Jerigaon-7_abovetop-1,a+ʨʰɔ̃ː,56,false,expert,,a,,,1
Jerigaon-7_abovetop-1-2,Jerigaon-7_abovetop-1,a+ʨʰɔ̃ː,58,false,expert,,tɕʰ ɔ̃ː (ŋ)/ŋ,,,2
Khoitam-7_abovetop-1-1,Khoitam-7_abovetop-1,a+ʨʰũː,56,false,expert,,a,,,1
Khoitam-7_abovetop-1-2,Khoitam-7_abovetop-1,a+ʨʰũː,58,false,expert,,tɕʰ ũː (ŋ)/ŋ,,,2
Khispi-8_achieveobtain-1-1,Khispi-8_achieveobtain-1,man,59,false,expert,,m a n,,,1
Duhumbi-8_achieveobtain-1-1,Duhumbi-8_achieveobtain-1,man,59,false,expert,,m a n,,,1
Khoina-8_achieveobtain-1-1,Khoina-8_achieveobtain-1,mɐ̃ː,59,false,expert,,m ɐ̃ː -,,,1
Khoitam-8_achieveobtain-1-1,Khoitam-8_achieveobtain-1,mɔ̃ː,59,false,expert,,m ɔ̃ː -,,,1
Rahung-8_achieveobtain-1-1,Rahung-8_achieveobtain-1,mɔ̃ː,59,false,expert,,m ɔ̃ː -,,,1
Rupa-8_achieveobtain-1-1,Rupa-8_achieveobtain-1,mɔ̃ː,59,false,expert,,m ɔ̃ː -,,,1
Khispi-9_aconite-1-1,Khispi-9_aconite-1,si,60,false,expert,,s i,,,1
Duhumbi-9_aconite-1-1,Duhumbi-9_aconite-1,si,60,false,expert,,s i,,,1
Khoina-9_aconite-1-1,Khoina-9_aconite-1,saː,60,false,expert,,s aː,,,1
Jerigaon-9_aconite-1-1,Jerigaon-9_aconite-1,sɛː,60,false,expert,,s ɛː,,,1
Khoitam-9_aconite-1-1,Khoitam-9_aconite-1,sɛ,60,false,expert,,s ɛ,,,1
Rahung-9_aconite-1-1,Rahung-9_aconite-1,sɛˀ,60,false,expert,,s ɛˀ,,,1
Rupa-9_aconite-1-1,Rupa-9_aconite-1,saː,60,false,expert,,s aː,,,1
Shergaon-9_aconite-1-1,Shergaon-9_aconite-1,saː,60,false,expert,,s aː,,,1
Khispi-10_after-1-1,Khispi-10_after-1,la+kʰuŋ,62,false,expert,,l a,,,1
Khispi-10_after-1-2,Khispi-10_after-1,la+kʰuŋ,61,false,expert,,kʰ u ŋ,,,2
Duhumbi-10_after-1-1,Duhumbi-10_after-1,la+kʰuŋ,62,false,expert,,l a,,,1
Duhumbi-10_after-1-2,Duhumbi-10_after-1,la+kʰuŋ,61,false,expert,,kʰ u ŋ,,,2
Khoina-10_after-1-1,Khoina-10_after-1,la+kʰyŋ,62,false,expert,,l a,,,1
Khoina-10_after-1-2,Khoina-10_after-1,la+kʰyŋ,61,false,expert,,kʰ y ŋ,,,2
Rahung-10_after-1-1,Rahung-10_after-1,la+kʰyŋ,62,false,expert,,l a,,,1
Rahung-10_after-1-2,Rahung-10_after-1,la+kʰyŋ,61,false,expert,,kʰ y ŋ,,,2
Rupa-10_after-1-1,Rupa-10_after-1,də+kʰyŋ,62,false,expert,,d ə,,,1
Rupa-10_after-1-2,Rupa-10_after-1,də+kʰyŋ,61,false,expert,,kʰ y ŋ,,,2
Khoina-11_afternoon-1-1,Khoina-11_afternoon-1,na+jɔ+tøn,64,false,expert,,n a,,,1
Khoina-11_afternoon-1-2,Khoina-11_afternoon-1,na+jɔ+tøn,48,false,expert,,j ɔ,,,2
Khoina-11_afternoon-1-3,Khoina-11_afternoon-1,na+jɔ+tøn,66,false,expert,,t ø n,,,3
Jerigaon-11_afternoon-1-1,Jerigaon-11_afternoon-1,ny+jɔ+tɛn,64,false,expert,,n y,,,1
Jerigaon-11_afternoon-1-2,Jerigaon-11_afternoon-1,ny+jɔ+tɛn,48,false,expert,,j ɔ,,,2
Jerigaon-11_afternoon-1-3,Jerigaon-11_afternoon-1,ny+jɔ+tɛn,66,false,expert,,t ɛ n,,,3
Khoitam-11_afternoon-1-1,Khoitam-11_afternoon-1,ny+jɔ,64,false,expert,,n y,,,1
Khoitam-11_afternoon-1-2,Khoitam-11_afternoon-1,ny+jɔ,48,false,expert,,j ɔ,,,2
Rahung-11_afternoon-1-1,Rahung-11_afternoon-1,ny+jɔ,64,false,expert,,n y,,,1
Rahung-11_afternoon-1-2,Rahung-11_afternoon-1,ny+jɔ,48,false,expert,,j ɔ,,,2
Rupa-11_afternoon-1-1,Rupa-11_afternoon-1,ɲaw,518,false,expert,,ɲ au,,,1
Shergaon-11_afternoon-1-1,Shergaon-11_afternoon-1,ɲaw,518,false,expert,,ɲ au,,,1
Khispi-12_agent-1-1,Khispi-12_agent-1,+ɔ,67,false,expert,,ɔ,,,1
Duhumbi-12_agent-1-1,Duhumbi-12_agent-1,+ɔˀ,67,false,expert,,ɔˀ,,,1
Khoitam-12_agent-1-1,Khoitam-12_agent-1,+ɔ,67,false,expert,,ɔ,,,1
Rahung-12_agent-1-1,Rahung-12_agent-1,+ɔ,67,false,expert,,ɔ,,,1
Rupa-12_agent-1-1,Rupa-12_agent-1,+ɔ̃,67,false,expert,,ɔ̃,,,1
Khispi-13_alivehealthy-1-1,Khispi-13_alivehealthy-1,ɔ+haŋ,68,false,expert,,ɔ,,,1
Khispi-13_alivehealthy-1-2,Khispi-13_alivehealthy-1,ɔ+haŋ,69,false,expert,,h a ŋ,,,2
Duhumbi-13_alivehealthy-1-1,Duhumbi-13_alivehealthy-1,u+kʰaŋ,68,false,expert,,u,,,1
Duhumbi-13_alivehealthy-1-2,Duhumbi-13_alivehealthy-1,u+kʰaŋ,69,false,expert,,kʰ a ŋ,,,2
Khoitam-13_alivehealthy-1-1,Khoitam-13_alivehealthy-1,a+haŋ,68,false,expert,,a,,,1
Khoitam-13_alivehealthy-1-2,Khoitam-13_alivehealthy-1,a+haŋ,69,false,expert,,h a ŋ,,,2
Rahung-13_alivehealthy-1-1,Rahung-13_alivehealthy-1,a+haŋ,68,false,expert,,a,,,1
Rahung-13_alivehealthy-1-2,Rahung-13_alivehealthy-1,a+haŋ,69,false,expert,,h a ŋ,,,2
Rupa-13_alivehealthy-1-1,Rupa-13_alivehealthy-1,a+haŋ+ba,68,false,expert,,a,,,1
Rupa-13_alivehealthy-1-2,Rupa-13_alivehealthy-1,a+haŋ+ba,69,false,expert,,h a ŋ,,,2
Rupa-13_alivehealthy-1-3,Rupa-13_alivehealthy-1,a+haŋ+ba,70,false,expert,,b a,,,3
Shergaon-13_alivehealthy-1-1,Shergaon-13_alivehealthy-1,a+haŋ,68,false,expert,,a,,,1
Shergaon-13_alivehealthy-1-2,Shergaon-13_alivehealthy-1,a+haŋ,69,false,expert,,h a ŋ,,,2
Khoina-14_all-1-1,Khoina-14_all-1,a+tʰɔn+ʥi,56,false,expert,,a,,,1
Khoina-14_all-1-2,Khoina-14_all-1,a+tʰɔn+ʥi,71,false,expert,,tʰ ɔ n,,,2
Khoina-14_all-1-3,Khoina-14_all-1,a+tʰɔn+ʥi,73,false,expert,,dʑ i,,,3
Khoitam-14_all-1-1,Khoitam-14_all-1,a+tʰɔm,56,false,expert,,a,,,1
Khoitam-14_all-1-2,Khoitam-14_all-1,a+tʰɔm,71,false,expert,,tʰ ɔ m,,,2
Rahung-14_all-1-1,Rahung-14_all-1,a+tʰɔm,56,false,expert,,a,,,1
Rahung-14_all-1-2,Rahung-14_all-1,a+tʰɔm,71,false,expert,,tʰ ɔ m,,,2
Rupa-14_all-1-1,Rupa-14_all-1,a+tʰɔm,56,false,expert,,a,,,1
Rupa-14_all-1-2,Rupa-14_all-1,a+tʰɔm,71,false,expert,,tʰ ɔ m,,,2
Shergaon-14_all-1-1,Shergaon-14_all-1,a+tʰɔm,56,false,expert,,a,,,1
Shergaon-14_all-1-2,Shergaon-14_all-1,a+tʰɔm,71,false,expert,,tʰ ɔ m,,,2
Khispi-14_all-1-1,Khispi-14_all-1,gaŋ+pu,10438,false,expert,,g a ŋ,,,1
Khispi-14_all-1-2,Khispi-14_all-1,gaŋ+pu,10439,false,expert,,p u,,,2
Duhumbi-14_all-1-1,Duhumbi-14_all-1,gaŋ+pu,10440,false,expert,,g a ŋ,,,1
Duhumbi-14_all-1-2,Duhumbi-14_all-1,gaŋ+pu,10441,false,expert,,p u,,,2
Jerigaon-14_all-1-1,Jerigaon-14_all-1,a+pʰɛn,10442,false,expert,,a,,,1
Jerigaon-14_all-1-2,Jerigaon-14_all-1,a+pʰɛn,10443,false,expert,,pʰ ɛ n,,,2
Rupa-14_all-2-1,Rupa-14_all-2,gaŋ+pu,10444,false,expert,,g a ŋ,,,1
Rupa-14_all-2-2,Rupa-14_all-2,gaŋ+pu,10445,false,expert,,p u,,,2
Shergaon-14_all-2-1,Shergaon-14_all-2,gaŋ+pu,10446,false,expert,,g a ŋ,,,1
Shergaon-14_all-2-2,Shergaon-14_all-2,gaŋ+pu,10447,false,expert,,p u,,,2
Khispi-14_all-2-1,Khispi-14_all-2,gaŋ+pu,11148,false,expert,,g a ŋ,,,1
Khispi-14_all-2-2,Khispi-14_all-2,gaŋ+pu,11149,false,expert,,p u,,,2
Duhumbi-14_all-2-1,Duhumbi-14_all-2,gaŋ+pu,11150,false,expert,,g a ŋ,,,1
Duhumbi-14_all-2-2,Duhumbi-14_all-2,gaŋ+pu,11151,false,expert,,p u,,,2
Jerigaon-14_all-2-1,Jerigaon-14_all-2,a+pʰɛn,11152,false,expert,,a,,,1
Jerigaon-14_all-2-2,Jerigaon-14_all-2,a+pʰɛn,11153,false,expert,,pʰ ɛ n,,,2
Rupa-14_all-3-1,Rupa-14_all-3,gaŋ+pu,11154,false,expert,,g a ŋ,,,1
Rupa-14_all-3-2,Rupa-14_all-3,gaŋ+pu,11155,false,expert,,p u,,,2
Shergaon-14_all-3-1,Shergaon-14_all-3,gaŋ+pu,11156,false,expert,,g a ŋ,,,1
Shergaon-14_all-3-2,Shergaon-14_all-3,gaŋ+pu,11157,false,expert,,p u,,,2
Khispi-15_allative-1-1,Khispi-15_allative-1,+ta,74,false,expert,,t a -,,,1
Duhumbi-15_allative-1-1,Duhumbi-15_allative-1,+ta,74,false,expert,,t a -,,,1
Jerigaon-15_allative-1-1,Jerigaon-15_allative-1,+tɛn,74,false,expert,,t ɛ n,,,1
Khoitam-15_allative-1-1,Khoitam-15_allative-1,+tan,74,false,expert,,t a n,,,1
Rahung-15_allative-1-1,Rahung-15_allative-1,+tɛn,74,false,expert,,t ɛ n,,,1
Rupa-15_allative-1-1,Rupa-15_allative-1,+tɔː,74,false,expert,,t ɔː -,,,1
Shergaon-15_allative-1-1,Shergaon-15_allative-1,+tɔː,74,false,expert,,t ɔː -,,,1
Duhumbi-16_amaranth-1-1,Duhumbi-16_amaranth-1,mɛs+kɔŋ,76,false,expert,,m ɛ s,,,1
Duhumbi-16_amaranth-1-2,Duhumbi-16_amaranth-1,mɛs+kɔŋ,401,false,expert,,k ɔ ŋ,,,2
Jerigaon-16_amaranth-1-1,Jerigaon-16_amaranth-1,mə+kuŋ,76,false,expert,,m ə -,,,1
Jerigaon-16_amaranth-1-2,Jerigaon-16_amaranth-1,mə+kuŋ,401,false,expert,,k u ŋ,,,2
Duhumbi-580_amnion-1-1,Duhumbi-580_amnion-1,dɛr,756,false,expert,,d ɛ r,,,1
Khispi-17_angryvi-1-1,Khispi-17_angryvi-1,ki_ʦʰik,526,false,expert,,k i,,,1
Khispi-17_angryvi-1-2,Khispi-17_angryvi-1,ki_ʦʰik,488,false,expert,,tsʰ i k,,,2
Duhumbi-17_angryvi-1-1,Duhumbi-17_angryvi-1,ki_ʦʰik,526,false,expert,,k i,,,1
Duhumbi-17_angryvi-1-2,Duhumbi-17_angryvi-1,ki_ʦʰik,488,false,expert,,tsʰ i k,,,2
Khoina-17_angryvi-1-1,Khoina-17_angryvi-1,lyŋ_ʐyk,78,false,expert,,l y ŋ,,,1
Khoina-17_angryvi-1-2,Khoina-17_angryvi-1,lyŋ_ʐyk,77,false,expert,,ʐ y k,,,2
Jerigaon-17_angryvi-1-1,Jerigaon-17_angryvi-1,lyŋ_zyk,78,false,expert,,l y ŋ,,,1
Jerigaon-17_angryvi-1-2,Jerigaon-17_angryvi-1,lyŋ_zyk,77,false,expert,,z y k,,,2
Khoitam-17_angryvi-1-1,Khoitam-17_angryvi-1,liŋ_zyk,78,false,expert,,l i ŋ,,,1
Khoitam-17_angryvi-1-2,Khoitam-17_angryvi-1,liŋ_zyk,77,false,expert,,z y k,,,2
Rahung-17_angryvi-1-1,Rahung-17_angryvi-1,liŋ_zik,78,false,expert,,l i ŋ,,,1
Rahung-17_angryvi-1-2,Rahung-17_angryvi-1,liŋ_zik,77,false,expert,,z i k,,,2
Rupa-17_angryvi-1-1,Rupa-17_angryvi-1,zə+lik,77,false,expert,,z ə -,,,1
Rupa-17_angryvi-1-2,Rupa-17_angryvi-1,zə+lik,78,false,expert,,l i k,,,2
Shergaon-17_angryvi-1-1,Shergaon-17_angryvi-1,zə+lik,77,false,expert,,z ə -,,,1
Shergaon-17_angryvi-1-2,Shergaon-17_angryvi-1,zə+lik,78,false,expert,,l i k,,,2
Khispi-18_ant-1-1,Khispi-18_ant-1,kʰe+ʨʰɔk,512,false,expert,,kʰ e -,,,1
Khispi-18_ant-1-2,Khispi-18_ant-1,kʰe+ʨʰɔk,80,false,expert,,tɕʰ ɔ k,,,2
Duhumbi-18_ant-1-1,Duhumbi-18_ant-1,kʰin+ʨʰɔk,512,false,expert,,kʰ i n,,,1
Duhumbi-18_ant-1-2,Duhumbi-18_ant-1,kʰin+ʨʰɔk,80,false,expert,,tɕʰ ɔ k,,,2
Khoina-18_ant-1-1,Khoina-18_ant-1,ʂan+dʐɔk,81,false,expert,,ʂ a n,,,1
Khoina-18_ant-1-2,Khoina-18_ant-1,ʂan+dʐɔk,80,false,expert,,ɖʐ ɔ k,,,2
Jerigaon-18_ant-1-1,Jerigaon-18_ant-1,san+ʥɔk,81,false,expert,,s a n,,,1
Jerigaon-18_ant-1-2,Jerigaon-18_ant-1,san+ʥɔk,80,false,expert,,dʑ ɔ k,,,2
Khoitam-18_ant-1-1,Khoitam-18_ant-1,saŋ+ʥɔk,81,false,expert,,s a ŋ,,,1
Khoitam-18_ant-1-2,Khoitam-18_ant-1,saŋ+ʥɔk,80,false,expert,,dʑ ɔ k,,,2
Rahung-18_ant-1-1,Rahung-18_ant-1,saŋ+ʥɔk,81,false,expert,,s a ŋ,,,1
Rahung-18_ant-1-2,Rahung-18_ant-1,saŋ+ʥɔk,80,false,expert,,dʑ ɔ k,,,2
Rupa-18_ant-1-1,Rupa-18_ant-1,san+ɟɔk,81,false,expert,,s a n,,,1
Rupa-18_ant-1-2,Rupa-18_ant-1,san+ɟɔk,80,false,expert,,ʥ~ɟ/ʥ ɔ k,,,2
Shergaon-18_ant-1-1,Shergaon-18_ant-1,san+ʥɔk,81,false,expert,,s a n,,,1
Shergaon-18_ant-1-2,Shergaon-18_ant-1,san+ʥɔk,80,false,expert,,dʑ ɔ k,,,2
Duhumbi-581_applyointment-1-1,Duhumbi-581_applyointment-1,min,757,false,expert,,m i n,,,1
Khispi-576_arrive-1-1,Khispi-576_arrive-1,pʰɛt,82,false,expert,,pʰ ɛ t,,,1
Duhumbi-576_arrive-1-1,Duhumbi-576_arrive-1,pʰɛt,82,false,expert,,pʰ ɛ t,,,1
Khoina-576_arrive-1-1,Khoina-576_arrive-1,pʰɛt,82,false,expert,,pʰ ɛ t,,,1
Jerigaon-576_arrive-1-1,Jerigaon-576_arrive-1,pʰɛʔ,82,false,expert,,pʰ ɛ ʔ,,,1
Khoitam-576_arrive-1-1,Khoitam-576_arrive-1,pʰɛt,82,false,expert,,pʰ ɛ t,,,1
Rahung-576_arrive-1-1,Rahung-576_arrive-1,pʰɛt,82,false,expert,,pʰ ɛ t,,,1
Khispi-19_arrow-1-1,Khispi-19_arrow-1,mik,83,false,expert,,m i k,,,1
Duhumbi-19_arrow-1-1,Duhumbi-19_arrow-1,mik,83,false,expert,,m i k,,,1
Jerigaon-19_arrow-1-1,Jerigaon-19_arrow-1,mik,83,false,expert,,m i k,,,1
Khoitam-19_arrow-1-1,Khoitam-19_arrow-1,mik,83,false,expert,,m i k,,,1
Rahung-19_arrow-1-1,Rahung-19_arrow-1,mik+ri,83,false,expert,,m i k,,,1
Rahung-19_arrow-1-2,Rahung-19_arrow-1,mik+ri,84,false,expert,,r i,,,2
Rupa-19_arrow-1-1,Rupa-19_arrow-1,mik,83,false,expert,,m i k,,,1
Shergaon-19_arrow-1-1,Shergaon-19_arrow-1,mit,83,false,expert,,m i t,,,1
Duhumbi-20_ascend-1-1,Duhumbi-20_ascend-1,ʥaŋ+luŋ,85,false,expert,,dʑ a ŋ,,,1
Duhumbi-20_ascend-1-2,Duhumbi-20_ascend-1,ʥaŋ+luŋ,537,false,expert,,l u ŋ,,,2
Khoina-20_ascend-1-1,Khoina-20_ascend-1,ʥaŋ,85,false,expert,,dʑ a ŋ,,,1
Jerigaon-20_ascend-1-1,Jerigaon-20_ascend-1,kʰa+ʥaŋ,546,false,expert,,kʰ a -,,,1
Jerigaon-20_ascend-1-2,Jerigaon-20_ascend-1,kʰa+ʥaŋ,85,false,expert,,dʑ a ŋ,,,2
Rahung-20_ascend-1-1,Rahung-20_ascend-1,kʰan+ʥaŋ,546,false,expert,,kʰ a n,,,1
Rahung-20_ascend-1-2,Rahung-20_ascend-1,kʰan+ʥaŋ,85,false,expert,,dʑ a ŋ,,,2
Khispi-21_ash-1-1,Khispi-21_ash-1,ʨʰu+pʰa,87,false,expert,,tɕʰ u,,,1
Khispi-21_ash-1-2,Khispi-21_ash-1,ʨʰu+pʰa,86,false,expert,,pʰ a,,,2
Duhumbi-21_ash-1-1,Duhumbi-21_ash-1,ʨʰu+pʰaˀ,87,false,expert,,tɕʰ u,,,1
Duhumbi-21_ash-1-2,Duhumbi-21_ash-1,ʨʰu+pʰaˀ,86,false,expert,,pʰ aˀ,,,2
Khoina-21_ash-1-1,Khoina-21_ash-1,ʥɐ+pʰlu,87,false,expert,,dʑ ɐ,,,1
Khoina-21_ash-1-2,Khoina-21_ash-1,ʥɐ+pʰlu,86,false,expert,,pʰ l u,,,2
Jerigaon-21_ash-1-1,Jerigaon-21_ash-1,ʨʰɐ+pʰlu,87,false,expert,,tɕʰ ɐ,,,1
Jerigaon-21_ash-1-2,Jerigaon-21_ash-1,ʨʰɐ+pʰlu,86,false,expert,,pʰ l u,,,2
Khoitam-21_ash-1-1,Khoitam-21_ash-1,ʨʰa+pʰlu,87,false,expert,,tɕʰ a,,,1
Khoitam-21_ash-1-2,Khoitam-21_ash-1,ʨʰa+pʰlu,86,false,expert,,pʰ l u,,,2
Rahung-21_ash-1-1,Rahung-21_ash-1,ʨʰa+pʰru,87,false,expert,,tɕʰ a,,,1
Rahung-21_ash-1-2,Rahung-21_ash-1,ʨʰa+pʰru,86,false,expert,,pʰr~pʰl/pʰ r u,,,2
Rupa-21_ash-1-1,Rupa-21_ash-1,ʨʰa+pʰlu,87,false,expert,,tɕʰ a,,,1
Rupa-21_ash-1-2,Rupa-21_ash-1,ʨʰa+pʰlu,86,false,expert,,pʰ l u,,,2
Shergaon-21_ash-1-1,Shergaon-21_ash-1,ʨʰa+plu,87,false,expert,,tɕʰ a,,,1
Shergaon-21_ash-1-2,Shergaon-21_ash-1,ʨʰa+plu,86,false,expert,,p l u,,,2
Khispi-22_ask-1-1,Khispi-22_ask-1,ʥik,88,false,expert,,dʑ i k,,,1
Duhumbi-22_ask-1-1,Duhumbi-22_ask-1,ʥik,88,false,expert,,dʑ i k,,,1
Khoina-22_ask-1-1,Khoina-22_ask-1,ʐik,88,false,expert,,ʐ i k,,,1
Khoitam-22_ask-1-1,Khoitam-22_ask-1,zik,88,false,expert,,z i k,,,1
Rahung-22_ask-1-1,Rahung-22_ask-1,zik,88,false,expert,,z i k,,,1
Rupa-22_ask-1-1,Rupa-22_ask-1,zik,88,false,expert,,z i k,,,1
Khispi-23_associative-1-1,Khispi-23_associative-1,+tʰɔŋ,89,false,expert,,tʰ ɔ ŋ,,,1
Duhumbi-23_associative-1-1,Duhumbi-23_associative-1,+tʰɔŋ,89,false,expert,,tʰ ɔ ŋ,,,1
Khoina-23_associative-1-1,Khoina-23_associative-1,+tʰyŋ,89,false,expert,,tʰ y ŋ,,,1
Khoitam-23_associative-1-1,Khoitam-23_associative-1,+tʰɔŋ,89,false,expert,,tʰ ɔ ŋ,,,1
Rahung-23_associative-1-1,Rahung-23_associative-1,+tʰɔŋ,89,false,expert,,tʰ ɔ ŋ,,,1
Rupa-23_associative-1-1,Rupa-23_associative-1,+tʰɔ̃ː,89,false,expert,,tʰ ɔ̃ː (ŋ)/ŋ,,,1
Shergaon-23_associative-1-1,Shergaon-23_associative-1,+tʰɔŋ,89,false,expert,,tʰ ɔ ŋ,,,1
Khispi-24_attic-1-1,Khispi-24_attic-1,ʑak,90,false,expert,,ʑ a k~p/p,,,1
Duhumbi-24_attic-1-1,Duhumbi-24_attic-1,jap,90,false,expert,,j a p,,,1
Khoina-24_attic-1-1,Khoina-24_attic-1,ʐɔː,90,false,expert,,ʐ ɔː -,,,1
Khoitam-24_attic-1-1,Khoitam-24_attic-1,zoː,90,false,expert,,z oː -,,,1
Rahung-24_attic-1-1,Rahung-24_attic-1,zoː,90,false,expert,,z oː -,,,1
Rupa-24_attic-1-1,Rupa-24_attic-1,zoː,90,false,expert,,z oː -,,,1
Shergaon-24_attic-1-1,Shergaon-24_attic-1,zoː,90,false,expert,,z oː -,,,1
Khispi-25_axe-1-1,Khispi-25_axe-1,pʰa,92,false,expert,,pʰ a,,,1
Duhumbi-25_axe-1-1,Duhumbi-25_axe-1,pʰa,92,false,expert,,pʰ a,,,1
Khoina-25_axe-1-1,Khoina-25_axe-1,pʰu+luˀ,92,false,expert,,pʰ l uˀ,,,1
Jerigaon-25_axe-1-1,Jerigaon-25_axe-1,pʰluˀ,92,false,expert,,pʰ l uˀ,,,1
Khoitam-25_axe-1-1,Khoitam-25_axe-1,pʰluˀ,92,false,expert,,pʰ l uˀ,,,1
Rahung-25_axe-1-1,Rahung-25_axe-1,pʰɹuˀ,92,false,expert,,pʰ ɹ uˀ,,,1
Rupa-25_axe-1-1,Rupa-25_axe-1,pʰluˀ,92,false,expert,,pʰ l uˀ,,,1
Shergaon-25_axe-1-1,Shergaon-25_axe-1,pʰluˀ,92,false,expert,,pʰ l uˀ,,,1
Khoina-26_backn-1-1,Khoina-26_backn-1,na+guŋ,95,false,expert,,n a,,,1
Khoina-26_backn-1-2,Khoina-26_backn-1,na+guŋ,94,false,expert,,g u ŋ,,,2
Jerigaon-26_backn-1-1,Jerigaon-26_backn-1,na+kuŋ,95,false,expert,,n a,,,1
Jerigaon-26_backn-1-2,Jerigaon-26_backn-1,na+kuŋ,94,false,expert,,k u ŋ,,,2
Khoitam-26_backn-1-1,Khoitam-26_backn-1,kyː,568,false,expert,,k yː,,,1
Rahung-26_backn-1-1,Rahung-26_backn-1,kyː,568,false,expert,,k yː,,,1
Rupa-26_backn-1-1,Rupa-26_backn-1,ɲa+kʰuŋ,95,false,expert,,ɲ a,,,1
Rupa-26_backn-1-2,Rupa-26_backn-1,ɲa+kʰuŋ,94,false,expert,,kʰ u ŋ,,,2
Shergaon-26_backn-1-1,Shergaon-26_backn-1,ɲa+kʰuŋ,95,false,expert,,ɲ a,,,1
Shergaon-26_backn-1-2,Shergaon-26_backn-1,ɲa+kʰuŋ,94,false,expert,,kʰ u ŋ,,,2
Khispi-27_backwards-1-1,Khispi-27_backwards-1,kʰiɕ,96,false,expert,,kʰ i s~ɕ/ɕ,,,1
Khoitam-27_backwards-1-1,Khoitam-27_backwards-1,li+kʰeː,97,false,expert,,l i,,,1
Khoitam-27_backwards-1-2,Khoitam-27_backwards-1,li+kʰeː,96,false,expert,,kʰ eː -,,,2
Rahung-27_backwards-1-1,Rahung-27_backwards-1,la+kʰeː,97,false,expert,,l a,,,1
Rahung-27_backwards-1-2,Rahung-27_backwards-1,la+kʰeː,96,false,expert,,kʰ eː -,,,2
Rupa-27_backwards-1-1,Rupa-27_backwards-1,lə+kʰeː,97,false,expert,,l ə,,,1
Rupa-27_backwards-1-2,Rupa-27_backwards-1,lə+kʰeː,96,false,expert,,kʰ eː -,,,2
Khispi-28_bad-1-1,Khispi-28_bad-1,u+ʑan,56,false,expert,,u,,,1
